measure,location,sex,age,cause,metric,year,val,upper,lower
Deaths,Congo,Both,All Ages,Total cancers,Number,1990,1653.7648364778222,1997.709968803486,1328.8050719755515
Deaths,Congo,Both,All Ages,Total cancers,Percent,1990,0.05436005617276401,0.06288603371108281,0.04562323904708686
Deaths,Congo,Both,All Ages,Total cancers,Rate,1990,67.64386481918861,81.71223628475109,54.35205095496166
Deaths,Italy,Both,All Ages,Total cancers,Number,2000,166759.2043289971,170743.25722377768,159211.88157375396
Deaths,Italy,Both,All Ages,Total cancers,Percent,2000,0.3019512692067133,0.3089978069015997,0.28819211396408695
Deaths,Italy,Both,All Ages,Total cancers,Rate,2000,294.2986916823125,301.3297971570899,280.97908379913974
Deaths,Iraq,Both,All Ages,Total cancers,Number,1990,7955.959970171741,9458.178182189627,6685.45901028745
Deaths,Iraq,Both,All Ages,Total cancers,Percent,1990,0.06690880405426629,0.075982509394465,0.059646328318287735
Deaths,Iraq,Both,All Ages,Total cancers,Rate,1990,45.21300434632419,53.74997522145869,37.99286175679109
Deaths,Japan,Both,All Ages,Total cancers,Number,2000,320720.92468972056,332442.7568369201,296776.89846293046
Deaths,Japan,Both,All Ages,Total cancers,Percent,2000,0.330985757504669,0.3431275846535885,0.3059259387359111
Deaths,Japan,Both,All Ages,Total cancers,Rate,2000,248.56124120958447,257.6457533928076,230.00443240690478
Deaths,Kenya,Both,All Ages,Total cancers,Number,2000,9959.498981324965,11417.68224212587,8701.473875773348
Deaths,Kenya,Both,All Ages,Total cancers,Percent,2000,0.030552286907666707,0.035717889488046564,0.025566444346039503
Deaths,Kenya,Both,All Ages,Total cancers,Rate,2000,32.0576661984398,36.75127099909906,28.008331088445587
Deaths,Ukraine,Both,All Ages,Total cancers,Number,1990,115677.86300642927,118304.03813733015,113192.38659812944
Deaths,Ukraine,Both,All Ages,Total cancers,Percent,1990,0.18659578871142246,0.19072649530045055,0.1826253417119896
